Tweet,Class
سیاستدان کی رہنمائی میں نوجوان ٹیم نے قابل ستائش کارکردگی کا مظاہرہ کیا,P
دکاندار کے دھوکے نے چھٹی کے دن برسوں کی دوستی کو ایک ہی لمحے میں ختم کر دیا,N
شدید گرمی اور لوڈشیڈنگ نے کوئٹہ کے باسیوں کی زندگی اجیرن کر دی ہے,N
سرکاری افسر کے جھوٹے وعدوں نے حالیہ دنوں میں عوام کا اعتماد مکمل طور پر ختم کر دیا ہے,N
بچوں سے مشقت لینے والے کارخانہ داروں کے خلاف کوئی سخت قانون موجود نہیں,N
بچوں سے مشقت لینے والے کارخانہ داروں کے خلاف سالانہ تقریب میں کوئی سخت قانون موجود نہیں,N
پولیس اہلکار کی بدسلوکی نے پورے محلے کا امن و سکون برباد کر دیا,N
حکومت کی غفلت کے باعث حیدرآباد کی فیکٹری میں آتشزدگی سے کئی مزدور جھلس گئے,N
کاروباری شخص نے بحران کے باوجود ہمت نہ ہاری اور اپنا کاروبار دوبارہ کھڑا کر دکھایا,P
شادی کی تقریب میں رشتہ داروں کا پرتپاک استقبال دیکھ کر دل باغ باغ ہو گیا,P
سرکاری افسر نے بحران کے باوجود ہمت نہ ہاری اور اپنا کاروبار دوبارہ کھڑا کر دکھایا,P
گلگت کی گلیاں روشنیوں اور رونق سے جگمگا اٹھیں,P
ڈاکٹر کو چھٹی کے دن بین الاقوامی سطح پر ایوارڈ ملنے پر پورے خاندان میں خوشی کی لہر دوڑ گئی,P
غیر ذمہ دارانہ ڈرائیونگ کے باعث انتخابات کے قریب سڑک حادثے میں معصوم بچہ جاں بحق ہو گیا,N
پشاور کے میں مسلسل بگاڑ نے عوام کو شدید مایوسی سے دوچار کر دیا,N
این جی او کی سست روی کی وجہ سے گزشتہ ماہ فائل مہینوں دفتروں میں پڑی رہی,N
شور شرابے اور آلودگی نے حالیہ دنوں میں کراچی کی رہائشی زندگی کو غیر معیاری بنا دیا ہے,N
نرس نے بحران کے باوجود اس ہفتے ہمت نہ ہاری اور اپنا کاروبار دوبارہ کھڑا کر دکھایا,P
وزیر اعظم کی سادگی اور خلوص نے اس ہفتے ہر ملنے والے کا دل جیت لیا,P
ڈاکٹر کی بدسلوکی نے چھٹی کے دن پورے محلے کا امن و سکون برباد کر دیا,N
اس ہفتے کے دوران پشاور میں منعقدہ ثقافتی میلے نے تمام شہریوں کا دل موہ لیا,P
نجی ادارہ کے تعاون سے بے گھر خاندانوں کو محفوظ رہائش فراہم کر دی گئی,P
شاعر کی رہنمائی میں نوجوان ٹیم نے قابل ستائش کارکردگی کا مظاہرہ کیا,P
نرس کا عاجزانہ رویہ اور دوسروں کی مدد کا جذبہ قابل تقلید ہے,P
نوجوان نسل کو بین الاقوامی سطح پر ایوارڈ ملنے پر پورے خاندان میں خوشی کی لہر دوڑ گئی,P
صبح سویرے طالب علم نے چترال میں محکمہ زراعت کے تعاون سے ایک شاندار منصوبہ مکمل کر لیا جس سے ہزاروں افراد مستفید ہوں گے,P
کھیل کے میدان میں شکست کے بعد بھی پیر کے روز ٹیم کے حوصلے بلند رہے اور اگلے میچ میں فتح حاصل کی,P
وزیر اعلیٰ نے عوامی خدمت کا جذبہ برقرار رکھتے ہوئے مسلسل مثبت تبدیلی لانے کی کوشش جاری رکھی,P
محلے دار کی رہنمائی میں حالیہ دنوں میں نوجوان ٹیم نے قابل ستائش کارکردگی کا مظاہرہ کیا,P
گلگت میں خودکش دھماکے کی خبر سن کر پورا شہر خوف اور غم میں ڈوب گیا,N
بارش کے بعد ژوب کا موسم انتہائی خوشگوار ہو گیا اور لوگ گھروں سے باہر نکل آئے,P
یونیورسٹی کی سست روی کی وجہ سے چھٹی کے دن فائل مہینوں دفتروں میں پڑی رہی,N
کارخانے کی آلودگی نے حالیہ دنوں میں قریبی آبادی کو سانس کی بیماریوں میں مبتلا کر دیا ہے,N
سیاستدانوں کی باہمی چپقلش نے عوامی مسائل کو مکمل طور پر پس پشت ڈال دیا,N
بارش کے بعد لسبیلہ کا موسم انتہائی خوشگوار ہو گیا اور پیر کے روز لوگ گھروں سے باہر نکل آئے,P
اسلام آباد کے نوجوانوں نے چھٹی کے دن مل کر ماحول دوست منصوبہ شروع کیا جس کی ہر طرف تعریف ہو رہی ہے,P
چترال کے نوجوانوں نے مل کر ماحول دوست منصوبہ شروع کیا جس کی ہر طرف تعریف ہو رہی ہے,P
بارش کے بعد پشاور کا موسم انتہائی خوشگوار ہو گیا اور لوگ گھروں سے باہر نکل آئے,P
عدالت کی جانب سے گزشتہ ماہ غریب طلبہ کے لیے وظائف کا اعلان انتہائی خوش آئند قدم ہے,P
حکومت کی نااہلی کے باعث اسلام آباد میں بنیادی سہولیات تک عوام کی رسائی ممکن نہیں رہی,N
خشک سالی نے کسانوں کی پوری فصل تباہ کر دی اور وہ مقروض ہو گئے,N
انتظامیہ کی سست روی کی وجہ سے امسال فائل مہینوں دفتروں میں پڑی رہی,N
کارپوریشن میں پھیلی رشوت خوری نے صبح سویرے پورے نظام کو اندر سے کھوکھلا کر دیا ہے,N
وکیل کی بے حسی نے مصیبت کے وقت کسی کے کام نہ آنے کا ثبوت دے دیا,N
سرکاری افسر نے لسبیلہ میں ریلوے کے تعاون سے ایک شاندار منصوبہ مکمل کر لیا جس سے ہزاروں افراد مستفید ہوں گے,P
چترال میں نئے ہسپتال کے قیام سے دیہی علاقے کے مریضوں کو بروقت علاج میسر آ گیا,P
طویل انتظار کے بعد بالآخر بارش نے شہر کی گرمی سے نجات دلا دی,P
نوجوانوں کی نئی ایجاد نے عید کے موقع پر عالمی مقابلے میں پہلی پوزیشن حاصل کر کے ملک کا نام روشن کیا,P
سکھر میں نئے ہسپتال کے قیام سے حالیہ دنوں میں دیہی علاقے کے مریضوں کو بروقت علاج میسر آ گیا,P
سائنسدان کی ہٹ دھرمی نے عید کے موقع پر مذاکرات کی تمام کوششوں کو ناکام بنا دیا,N
دکاندار کی خودغرضی نے پورے منصوبے کو ناکامی سے دوچار کر دیا,N
صحت کارکن کی مسلسل غفلت کے باعث ایک اور موقع ضائع ہو گیا,N
پولیس اہلکار کی رہنمائی میں نوجوان ٹیم نے قابل ستائش کارکردگی کا مظاہرہ کیا,P
کاروباری شخص کے دھوکے نے رمضان میں برسوں کی دوستی کو ایک ہی لمحے میں ختم کر دیا,N
اوکاڑہ کے سالانہ تقریب میں مسلسل بگاڑ نے عوام کو شدید مایوسی سے دوچار کر دیا,N
این جی او کی غفلت کے باعث لاہور کی فیکٹری میں آتشزدگی سے کئی مزدور جھلس گئے,N
پیٹرول اور بجلی کی قیمتوں میں چھٹی کے دن مسلسل اضافے نے متوسط طبقے کی کمر توڑ دی ہے,N
چھٹی کے دن اوکاڑہ کی گلیاں روشنیوں اور رونق سے جگمگا اٹھیں,P
شور شرابے اور آلودگی نے رات گئے اسلام آباد کی رہائشی زندگی کو غیر معیاری بنا دیا ہے,N
تعلیمی بورڈ میں پھیلی رشوت خوری نے پورے نظام کو اندر سے کھوکھلا کر دیا ہے,N
کوئٹہ میں خودکش دھماکے کی خبر سن کر پورا شہر خوف اور غم میں ڈوب گیا,N
نوشہرہ کے میں مسلسل بگاڑ نے عوام کو شدید مایوسی سے دوچار کر دیا,N
شدید گرمی اور لوڈشیڈنگ نے حالیہ دنوں میں اوکاڑہ کے باسیوں کی زندگی اجیرن کر دی ہے,N
سیلاب کی تباہ کاریوں نے ہزاروں گھرانوں کو بے گھر کر دیا اور امداد بھی نہ پہنچی,N
سکھر کے رات گئے میں مسلسل بگاڑ نے عوام کو شدید مایوسی سے دوچار کر دیا,N
راولپنڈی کے عید کے موقع پر میں نمایاں بہتری نے شہریوں کے چہروں پر مسکراہٹ بکھیر دی,P
دکاندار کی ہٹ دھرمی نے مذاکرات کی تمام کوششوں کو ناکام بنا دیا,N
تھر میں پانی کی قلت نے عید کے موقع پر شہریوں کا جینا محال کر دیا ہے,N
واپڈا کے افسران کی من مانیوں نے عام شہری کو ذلیل و خوار کر دیا,N
سیاستدانوں کی باہمی چپقلش نے عوامی مسائل کو مکمل طور پر پس پشت ڈال دیا,N
فنکار نے مشکل حالات میں بھی مسکراہٹ نہیں کھوئی اور دوسروں کے لیے حوصلے کا باعث بنے,P
کسان خاتون کی انتھک محنت رنگ لائی اور انتخابات کے قریب انہیں وہ مقام مل گیا جس کے وہ حقدار تھے,P
شاعر کی بے حسی نے مصیبت کے وقت کسی کے کام نہ آنے کا ثبوت دے دیا,N
اوکاڑہ میں نئی سڑک کی تعمیر سے سفر کا دورانیہ آدھا رہ گیا، مسافروں نے سکون کا سانس لیا,P
طویل انتظار کے بعد بالآخر بارش نے شہر کی گرمی سے نجات دلا دی,P
وکیل نے مشکل حالات میں بھی مسکراہٹ نہیں کھوئی اور دوسروں کے لیے حوصلے کا باعث بنے,P
غیر ذمہ دارانہ ڈرائیونگ کے باعث صبح سویرے سڑک حادثے میں معصوم بچہ جاں بحق ہو گیا,N
سوات میں نئے ہسپتال کے قیام سے حالیہ دنوں میں دیہی علاقے کے مریضوں کو بروقت علاج میسر آ گیا,P
محبت اور خلوص سے بھرا یہ رشتہ امسال بھی اتنا ہی مضبوط ہے جتنا پہلے دن تھا,P
نجی ادارہ کی سست روی کی وجہ سے پیر کے روز فائل مہینوں دفتروں میں پڑی رہی,N
اوکاڑہ کے عید کے موقع پر میں مسلسل بگاڑ نے عوام کو شدید مایوسی سے دوچار کر دیا,N
شادی کی تقریب میں عید کے موقع پر رشتہ داروں کا پرتپاک استقبال دیکھ کر دل باغ باغ ہو گیا,P
این جی او کی نااہلی کے باعث لاہور میں بنیادی سہولیات تک عوام کی رسائی ممکن نہیں رہی,N
