Comment,Label
just came here after watching your video big boss where criticised vloggera promoting voyeurism don t think promoting voyeurism by video,Negative
tere kam tere jyada namak haraam koi nahi sakta,Normal
elvis big boss gya esliye aa gya piyega,Normal
last last meh humble rha pehle bohot udd rahatha,Negative
tayari abhishek sherma out karne karke aaye naseeb surya our shubham gill out gaye our kutto laga match jeet aayega our khushiya mana rahe lekin verma pasa palta diya sabko thokake,Negative
very nice place god bless mam both,Positive
hope best best luck,Positive
bhai big boss aa rhe,Normal
rathee which community jaat rajput,Normal
wat masterpiece missed,Positive
nice review,Positive
jat boy tune hariyana apna ganw bta diya fir privecy bach gayi,Normal
reminderr,Normal
need educate people more about cleanliness like use keep our houses neat tidy,Positive
love,Positive
rao gave goosebumps,Positive
todays oct,Normal
kachyaa tay rkhye umed par di its true,Normal
listening masterpiece,Positive
yr cse student,Normal
love,Positive
cock love,Positive
one,Positive
nacha papistani jay hind jay bharat,Negative
aaj rona aagya,Normal
ali hamza' vocals composition,Positive
most inspirational video keep up shradda aman best,Positive
charger v safe wha,Negative
baap baap rahega sahi kaha tumne,Negative
bhai aapka gaon sach bahut khubsurat,Normal
padha likha anpadh rathi,Normal
kabhi kabhi mere dil khoja,Positive
totally respectful ur privacy ofcourse need more more informative documentaries cum knowledge ur videos please go ahead bring more stuff us nrespect pakistani viewer,Negative
jai parvatishiv jai goga ji maharaj,Normal
bhai log gutter kide hain sara huaa komi babaseer,Negative
sahi baat bhai jii baap baap huta indin baap,Negative
anyone thought october,Positive
subtitle,Normal
kiyare baloko dekh hasi aarahihe,Negative
ha bap bap hota tumara bap,Negative
dilwaly,Positive
residence dhana,Normal
hindustan paida kiya tum logo apne baap sikha rahe,Negative
haro baar baar haro,Negative
here september listen beautiful song,Positive
love love punjab love,Positive
good luck may god bless let success your,Positive
love your music taste,Positive
nostalgic memories,Positive
mam uiux pe video banayiye basic level advance plz,Positive
wo out hua oo tumsee,Negative
vitaminputin tujhe zyada pata bhai historans,Normal
like,Normal
im karnal,Normal
bete baap baap hota wahi tumlog btana chahte maan rha,Negative
baap fix nahi hota paisa hisab china imf real father,Negative
waiting vlogs when see your frst video,Positive
process time still,Normal
app pehele ghabrana nehi,Negative
pakistani banda bol bharat cricket jit sakta lekin jang nahi jit sakta nbeta bharat tumko torkar tukre kar diya abe tumko bangladesh jaisa bhai mila njyeda jahilpani karoge bache huye tukre kar diya jayega,Negative
what damn beautiful song,Positive
awsmmm voice love pakistani singer,Positive
thank much,Positive
obsessed,Positive
pakistani music awesome,Positive
bird name tatiri,Normal
deserve more views,Positive
vai gar fat geya pakistani,Negative
rao voice,Normal
tonight,Normal
pakistani majja aaya,Negative
love,Positive
moment when,Positive
wo tera fav food,Normal
tum bhikhari rahoge,Negative
love bhai lovely bhabhi gs yadav mathura,Positive
his name ali,Normal
inke sath maza bahut aata har baar udta hua teer le lete hain same jagah,Negative
love again,Positive
yrr gohana t,Positive
ali noor was fabulous,Positive
sep khuda,Positive
jeeadv p yes,Normal
twist at,Positive
million likes,Positive
youtube blessed by song,Positive
match pehle kitana bolate tum log faltu match hone bad bolo jo bolana bacche bacche kaun bacche samjhe,Negative
baap baap hota heh,Negative
sahi kaha baaap baap hota jese aapke baap hate,Negative
please resume our java placement course nreally waiting nplease,Normal
germans shepard aa gaya,Normal
bakloli chalu,Negative
tipodhamachoudry an old black white movie,Normal
sohni mahiwal' story,Positive
real story girl,Positive
new aaba varma,Negative
may achieve success your life sister,Positive
bhale pice oili legaie,Negative
she noori brothers mother btw real mother,Normal
love bro,Positive
har cheej peeche y jaheel,Negative
mataki phooti kaun dooba. mataki aag nahi chahti thi.,Normal
walo tumhare abbu aaye,Negative
beautifully,Positive
hahahahahaha,Positive
beautiful song,Positive
legend yaar tum log,Positive
big boss liye ni ae,Normal
anyone,Normal
keep up bhai,Positive
skarshad theory relativity formula bata chal google per mat dekh,Normal
systummmmmm nrao sahab,Normal
thank,Normal
thora der pahle bahut kud rahe,Negative
koi kuch nahi,Normal
again,Positive
such great courage,Positive
puri zindagi harte hue aaye tum saalo kehte jaang keetoge ksm agr himmat kisi din shesha khud dekhr bolna baat sochna haal tumhara hamara saalo mut diya bah jaoge tum,Negative
lost some masterpieces like one only because not reach us properly till years,Positive
ap suru karo hum apke saath hain abhi bass itnahi,Positive
abee baar andar aa toh sahi bigg boss andar bhar bhauk sakta tu,Negative
wild card entry lo big boss,Normal
at lovebubber at left most,Positive
cokestudio best,Positive
haseebs vlogs,Positive
tum log aise chutiye bante raho humare entertainment hota rahega,Negative
sakht laundo hit,Positive
good luck your journey,Positive
chakka mara chakko mara,Negative
yes bap bap hota app kb bol,Negative
shradha can pleases make video data science internet things,Positive
pakistani music very nice,Positive
thats why one should never expect expected vlog longer duration anyways,Negative
jung live hota tumhara fat char hojata,Negative
indian tumhara baap baap rahega,Negative
by your name thought pakistani,Normal
jisne gane lines likhi unke liye,Positive
ham aksahar yeh bhool jaate pyaar,Positive
hats off guys your music soulful,Positive
gand mara li apni papa baar mara dard bahut hua hoga,Negative
bahut bol baap baap sale mere bacche tumhara hmesha baap rahega,Negative
haris rauf remember name kohli nyou got new papa varma nyou talk win,Negative
exam varma aa gya,Negative
nooris electric new anduril,Positive
really hope contribute towards education system coming future thanks motivation,Positive
han ay hoye dil,Positive
love song but,Normal
devenderkumarkaushik chal nikal andhbhakt shaan wo,Negative
video aakhir mei asal wale aukat dikha di chor wale,Negative
swati bathla most welcome,Normal
baap baap hota bete,Negative
kala jadu kuch kar paya,Negative
beauty,Positive
worship one god dude idolatry big sin our god said his four books read first,Normal
being was fun watch them explaining those things,Positive
charger chori hote,Negative
myself being haryanvi felt really sad about rathee being unaware foreign haryanvi language,Normal
love rao,Positive
super dil bihar,Positive
abbu end pail taa hamesha bache samne,Negative
industry has great lyricist,Positive
listen,Normal
loving,Positive
baap baap hota varma your new father,Negative
love sradha dii,Positive
atkwadi haar gye mulle,Negative
best song coke ever produced,Positive
pak mkc,Negative
smokemamba pi xk sach toh bura lagta ha bhai,Negative
hyee vibes hein song main,Positive
whos here after,Normal
bahut greeb bina safai vale rahte honge tab toh tum kuch aisa,Negative
support your dreams,Positive
tu jo bol tera adat muh baat karte karte guuuh nikal jata gobar tere achha hota,Negative
rao amazing voice,Positive
gursimran sethi,Normal
yeah itna porana song ajkal q viral rha hy,Positive
systumm,Normal
pta pda bap bap hota,Negative
new year,Positive
dhruva bridge banvaya dijiyega villeger liye achha rahega,Positive
charger gaya rafael idhar,Negative
bacchon apni ammi bata dena tumhara abba jeet gaya baap baap hota beta,Negative
top per rahenga,Positive
baap baap hote hain beta beta,Negative
happy realisation,Positive
best wishes ur future mam,Positive
liti kaisi,Negative
dekh beta tum log sharm nahin pura duniya janta koi dua kam nahin aaega samne tum log baap tumhara baap,Negative
panjabi aa gaye oye,Positive
harish manocha,Normal
beautiful soothing voices,Positive
seat belt seat belt seat belt where seat belt please don t forget best keep up great work salute respects,Positive
she left high pay job us ngod bless her,Positive
aisi hota last tok dekhne dhojya nahi rafal social media por,Negative
paapi o namaaz ashar dikh,Negative
goal make education reach child cant even afford see video best thing,Positive
absolutely master piece,Positive
saddam khan bareilly city live pm,Normal
yaar elvsih big boos abhi isiliye thora wait krke usse mil jaana akhir bhai tunhara wo,Negative
sound father love,Positive
ali hamza vocals,Normal
ali nour,Positive
yeah better than pasoori,Positive
tragic story behind lovely song,Positive
tempomiss escape matrix andrew tate,Normal
jyse jung vyase match jeetliya team aakir may cup churaaliya things,Negative
just want say its great choice best your team zero hero,Positive
wow amazing song its touch directly heart,Positive
win social media,Negative
earth,Positive
gali gali shor npakistan trophy chor,Negative
bahut sunder lines songs,Positive
just added song last few days truly mesmerizing,Positive
jeet gaya tum logo bettry hamesha low rehti,Negative
yeah bro nbhaiya added values everyone life,Positive
sahi,Positive
pak sar zameen,Positive
papa virat,Negative
har har hoti pakistaniyo tumlog sif har sakte baab jeet toe tumlog pake musalmaan banna chaye inshalla,Negative
radio activity,Normal
superman pose,Positive
bhadwo pata chala gya asli baap kaun,Negative
papa bolu bata,Negative
bahut bol rahe jaang meddan dekh liye jaang meddan hua,Negative
soulful song,Positive
still evergreen,Normal
sweet kind both feeding birds your videos always give some good messages,Positive
sbse murkh issi city log hain,Negative
apna madrsa gyan apne pass rakh,Normal
duaa takat hoti dhongi log,Negative
its favorite song,Positive
such beautiful melody,Positive
very inspirational,Positive
meme,Positive
just listen violins,Positive
fishing location,Normal
paisa khatam gya aab jao dubai soudi arab katora pakad vik mangne,Negative
thank motivate make healthy society,Positive
goosebumps whenever listen,Positive
sake mooh hamaare khiladi muth diye our pakistani log dekte rha gye amesha beta ta our beta rahega samje indin kiya chijh,Negative
ham log v yahi keh rahe bap bap hota,Negative
mam kis field jau th chuki aap bas guidance de dijiye field jau mehanat kr lunga please,Positive
always aman bro shradha hats both ur team really feeling grateful having both god bless both,Positive
just wow,Positive
beautiful song ever made,Positive
rao' voice different,Normal
when ali noor comes,Positive
bhai kbrastan murde kabhi nahi sudhrenge besharm murde,Negative
abhi iss saal,Normal
had no idea also,Normal
jung live hote tum nak ragad mar jate,Negative
dogala,Negative
should take lower branch dtu nsut should go higher branch ipu colleges like mait,Normal
good,Positive
super like,Positive
beggars sounding much more,Negative
kala jadu wala kaha,Negative
raees,Normal
ever best,Positive
don't know if right wrong but listening song after smoking weed. can not explain vibe just want tell ' been days since 've been listening song now song favorite song ever listeners there great taste music,Positive
bhai pata laga baap kon,Negative
guitar at awesome typical noori style loved,Positive
pahle chillati bad roti tum log kisi kam nahin,Negative
rao saab bajje ghode lun par ndhurv rather zindabaad jai,Normal
plz make video salesforce,Positive
rafel inki sabki gand gus gye brammosh rocket gusa diya verma,Negative
khane liy aata nhe parti kroge,Negative
baap baap hota new baap verma,Negative
listen after year,Positive
ali noor summed up at end,Positive
new father ntilak varma avishek sharma,Negative
bete pelte rahenge hum,Negative
renewable energy master kiya usk bad renewable sector job kiya but interesting renewable engy after economic management,Positive
trophy chor,Negative
fan kashmir,Normal
like lauda le le,Negative
lovely thakur,Positive
narinder singh,Normal
wisdom oct poet,Positive
lady white dress,Positive
best dii,Positive
nice song love,Normal
both graves,Normal
agreed love back,Positive
noori part,Positive
tech know lyrics,Normal
maasi,Normal
cheese pizza very nice,Positive
bhai main rohatk gaav khidwali sa hu,Normal
match suru hone pahle sahi bola baap baap hota,Negative
lovely brother,Positive
terrorists base hum apke baap hain hamesha rahenge jai hind,Negative
theatre,Normal
why not make vloge about manipur,Normal
mujhe whatsapp no chahiye apka,Normal
juliy mam very simple respect krti culture,Positive
watching after daljit dosanjh reel,Positive
accha burayi krte krte aa gye,Negative
bap ham tumhare,Negative
anyone oct,Normal
ja ker khel field tab pata chalega beta,Negative
papistani jokers,Negative
well information good show,Positive
bhai kuch andbhkt apko bol rhe akr dikha,Normal
jai guga jahar peer jai najj novi baba guga jahar veer ji jai hoo family rathee ji,Normal
madarsa chap sa nashya karte,Negative
